homeTeamAbbrev,teamName,observedRecord,observedWinPercent,win,pointsForAvg,pointsAgainstAvg,movAvg,observedDominance,scheduleStrength,scheduleStrengthRank,winRank,movRank,dominanceRank,ovr,ovrRank
PHI,Philadelphia Eagles,11 - 7,0.6111111111111112,0.6451612903225806,22.476777208020195,21.468903791897475,1.0078734161227203,0.0373619917937037,-0.0478292610520265,28.0,12.5,13.0,11.0,1.0176955855458774,12.0
IND,Indianapolis Colts,9 - 8,0.5294117647058824,0.6774193548387096,22.435568229753514,21.799206856714278,0.6363613730392359,0.0048707832320407,-0.013098211620348023,20.0,10.0,15.0,16.0,0.8140171196405029,13.0
TB,Tampa Bay Buccaneers,10 - 9,0.5263157894736842,0.6774193548387096,21.51736708787464,20.581526972145348,0.9358401157292917,-0.0247170089023077,-0.014454579951347878,21.0,10.0,14.0,21.0,0.6458188117656922,14.0
DAL,Dallas Cowboys,12 - 6,0.6666666666666666,0.5483870967741935,23.849984800458895,22.677199105454182,1.1727856950047126,0.019222742346618,-0.058897119593537064,30.0,15.0,12.0,14.0,0.5860939671721352,15.0
CIN,Cincinnati Bengals,9 - 8,0.5294117647058824,0.45161290322580644,21.59167938070822,21.898366471313697,-0.3066870906054753,0.0839184685928883,0.0715576131874563,1.0,18.0,18.0,6.0,0.47885341883554516,16.0
CHI,Chicago Bears,7 - 10,0.4117647058823529,0.4838709677419355,21.003730558335437,21.047321882047303,-0.04359132371186547,0.0150806279818882,-0.023658666960700486,22.0,16.5,17.0,15.0,0.11704721740359977,17.0
NO,New Orleans Saints,9 - 8,0.5294117647058824,0.4838709677419355,22.62771877573528,22.643023111967803,-0.015304336232524918,-0.0398929131629071,-0.06421989099820546,31.0,16.5,16.0,23.0,-0.2914841648430186,18.0
SEA,Seattle Seahawks,9 - 8,0.5294117647058824,0.41935483870967744,22.323899399927004,22.77818618152542,-0.45428678159841596,-0.007367284807718,0.012153275126546516,10.0,19.0,19.0,19.0,-0.34326717257231687,19.0
PIT,Pittsburgh Steelers,10 - 8,0.5555555555555556,0.3225806451612903,20.58430315579088,21.684245880270623,-1.0999427244797424,0.0018232995801062,0.05960899853881643,2.0,21.0,21.0,17.0,-0.7165840008174303,20.0
LV,Las Vegas Raiders,8 - 9,0.4705882352941176,0.3870967741935484,19.39201496010111,20.037927253754436,-0.6459122936533248,-0.0400669555767145,-0.005257643861375199,18.0,20.0,20.0,24.0,-0.7325336277626123,21.0
MIN,Minnesota Vikings,7 - 10,0.4117647058823529,0.2903225806451613,19.989946803772146,22.178269702067197,-2.188322898295052,-0.0058825708927415,0.016446179500611172,9.0,22.0,23.0,18.0,-1.0808140213768076,22.0
DEN,Denver Broncos,8 - 9,0.4705882352941176,0.25806451612903225,21.1389362081766,23.157966678679713,-2.0190304705031146,-0.0312782627051084,-0.004773214421024456,16.0,24.0,22.0,22.0,-1.3494988593705992,23.0
LAC,Los Angeles Chargers,5 - 12,0.2941176470588235,0.25806451612903225,20.41448707304492,23.396109650875868,-2.9816225778309473,-0.0196159589851188,0.01877303777929905,8.0,24.0,24.0,20.0,-1.4367516208944482,24.0
TEN,Tennessee Titans,6 - 11,0.3529411764705882,0.22580645161290322,17.86873362500412,21.126591110366952,-3.257857485362834,-0.0654686142651104,0.0062115534939481114,11.0,26.5,25.0,25.0,-1.9403769489102058,25.0
ATL,Atlanta Falcons,7 - 10,0.4117647058823529,0.22580645161290322,20.48456658963973,24.451361345861066,-3.9667947562213364,-0.1402458785087914,-0.06638992832199062,32.0,26.5,26.0,27.0,-2.6319673478503787,26.0
NYJ,New York Jets,7 - 10,0.4117647058823529,0.25806451612903225,15.629046015298092,21.086503696461968,-5.457457681163875,-0.204931537424047,-0.03095382129249521,24.0,24.0,27.0,30.0,-3.281383722623102,27.0
ARI,Arizona Cardinals,4 - 13,0.2352941176470588,0.0,19.19156053649824,26.210172220207255,-7.018611683709015,-0.1026007484834545,0.034128957018752785,5.0,32.0,29.0,26.0,-3.662084510482223,28.0
NE,New England Patriots,4 - 13,0.2352941176470588,0.06451612903225806,15.735026972262087,22.273929389256875,-6.538902416994787,-0.2036447423423243,-0.03160219820128268,26.0,30.5,28.0,29.0,-4.118495580095746,29.0
NYG,New York Giants,6 - 11,0.3529411764705882,0.06451612903225806,16.678410199434378,24.56440146168165,-7.885991262247273,-0.1745037824521777,-0.03127747599848865,25.0,30.5,30.0,28.0,-4.14412826493474,30.0
WSH,Washington Commanders,4 - 13,0.2352941176470588,0.12903225806451613,17.14089070131169,27.48012423989828,-10.33923353858659,-0.2574928788548288,-0.03004139375200318,23.0,28.0,32.0,31.0,-4.997923952367223,31.0
CAR,Carolina Panthers,2 - 15,0.1176470588235294,0.0967741935483871,13.339352393930483,22.86859501405029,-9.529242620119806,-0.3187986532776248,-0.010180230975536794,19.0,29.0,31.0,32.0,-5.4203441421908884,32.0
