,game_id,home_team,home_id,home_score,away_team,away_id,away_score,home_win,num_ots,is_conference,is_postseason,game_day,game_time,game_location,arena,arena_capacity,attendance
97,gid_401559333,Vegas Golden Knights,tid_37,3,Philadelphia Flyers,tid_15,2,True,0,False,False,"October 24, 2023",11:17 PM EDT,"Las Vegas, NV",T-Mobile Arena,17367,17717
98,gid_401559334,New Jersey Devils,tid_11,4,Washington Capitals,tid_23,6,False,0,False,False,"October 25, 2023",07:30 PM EDT,"Newark, NJ",Prudential Center,16514,16117
99,gid_401559335,Boston Bruins,tid_1,3,Anaheim Ducks,tid_25,4,False,1,False,False,"October 26, 2023",07:00 PM EDT,"Boston, MA",TD Garden,17850,17850
100,gid_401559336,Montreal Canadiens,tid_10,4,Columbus Blue Jackets,tid_29,3,True,1,False,False,"October 26, 2023",07:00 PM EDT,"Montreal, QC",Bell Centre,21273,21105
101,gid_401559337,Detroit Red Wings,tid_5,1,Winnipeg Jets,tid_28,4,False,0,False,False,"October 26, 2023",07:00 PM EDT,"Detroit, MI",Little Caesars Arena,19515,17857
102,gid_401559338,Tampa Bay Lightning,tid_20,6,San Jose Sharks,tid_18,0,True,0,False,False,"October 26, 2023",07:00 PM EDT,"Tampa, FL",Amalie Arena,19092,19092
103,gid_401559340,Pittsburgh Penguins,tid_16,4,Colorado Avalanche,tid_17,0,True,0,False,False,"October 26, 2023",07:00 PM EDT,"Pittsburgh, PA",PPG Paints Arena,18187,17154
104,gid_401559341,Carolina Hurricanes,tid_7,3,Seattle Kraken,tid_124292,2,True,1,False,False,"October 26, 2023",07:00 PM EDT,"Raleigh, NC",PNC Arena,18680,18780
105,gid_401559339,Philadelphia Flyers,tid_15,6,Minnesota Wild,tid_30,2,True,0,False,False,"October 26, 2023",07:30 PM EDT,"Philadelphia, PA",Wells Fargo Center,19538,17144
106,gid_401559342,New York Islanders,tid_12,3,Ottawa Senators,tid_14,2,True,0,False,False,"October 26, 2023",07:30 PM EDT,"Elmont, NY",UBS Arena,17113,14911
107,gid_401559343,Dallas Stars,tid_9,1,Toronto Maple Leafs,tid_21,4,False,0,False,False,"October 26, 2023",08:00 PM EDT,"Dallas, TX",American Airlines Center,18532,18532
108,gid_401559344,Calgary Flames,tid_3,0,St. Louis Blues,tid_19,3,False,0,False,False,"October 26, 2023",09:00 PM EDT,"Calgary, AB",Scotiabank Saddledome,19289,16897
109,gid_401559345,Edmonton Oilers,tid_6,0,New York Rangers,tid_13,3,False,0,False,False,"October 26, 2023",09:00 PM EDT,"Edmonton, AB",Rogers Place,18641,17939
110,gid_401559346,Vegas Golden Knights,tid_37,3,Chicago Blackhawks,tid_4,4,False,1,False,False,"October 27, 2023",06:00 PM EDT,"Las Vegas, NV",T-Mobile Arena,17367,18338
111,gid_401559347,New Jersey Devils,tid_11,5,Buffalo Sabres,tid_2,4,True,0,False,False,"October 27, 2023",07:00 PM EDT,"Newark, NJ",Prudential Center,16514,16514
112,gid_401559348,Washington Capitals,tid_23,3,Minnesota Wild,tid_30,2,True,2,False,False,"October 27, 2023",07:00 PM EDT,"Washington, DC",Capital One Arena,18506,16602
113,gid_401559349,Carolina Hurricanes,tid_7,3,San Jose Sharks,tid_18,0,True,0,False,False,"October 27, 2023",07:00 PM EDT,"Raleigh, NC",PNC Arena,18680,18700
114,gid_401559350,Vancouver Canucks,tid_22,5,St. Louis Blues,tid_19,0,True,0,False,False,"October 27, 2023",10:00 PM EDT,"Vancouver, BC",Rogers Arena,18910,18548
115,gid_401559351,Arizona Coyotes,tid_24,4,Los Angeles Kings,tid_8,5,False,0,False,False,"October 27, 2023",10:00 PM EDT,"Tempe, AZ",Mullett Arena,4400,4600
116,gid_401559352,Philadelphia Flyers,tid_15,4,Anaheim Ducks,tid_25,7,False,0,False,False,"October 28, 2023",01:00 PM EDT,"Philadelphia, PA",Wells Fargo Center,19538,18275
117,gid_401559353,Florida Panthers,tid_26,3,Seattle Kraken,tid_124292,2,True,0,False,False,"October 28, 2023",06:00 PM EDT,"Sunrise, FL",Amerant Bank Arena,17040,16780
118,gid_401559354,Boston Bruins,tid_1,4,Detroit Red Wings,tid_5,1,True,0,False,False,"October 28, 2023",07:00 PM EDT,"Boston, MA",TD Garden,17850,17850
119,gid_401559356,Montreal Canadiens,tid_10,4,Winnipeg Jets,tid_28,3,True,2,False,False,"October 28, 2023",07:00 PM EDT,"Montreal, QC",Bell Centre,21273,21105
120,gid_401559357,Pittsburgh Penguins,tid_16,2,Ottawa Senators,tid_14,5,False,0,False,False,"October 28, 2023",07:00 PM EDT,"Pittsburgh, PA",PPG Paints Arena,18187,17631
121,gid_401559358,Columbus Blue Jackets,tid_29,0,New York Islanders,tid_12,2,False,0,False,False,"October 28, 2023",07:00 PM EDT,"Columbus, OH",Nationwide Arena,18144,15424
122,gid_401559359,Nashville Predators,tid_27,3,Toronto Maple Leafs,tid_21,2,True,1,False,False,"October 28, 2023",07:00 PM EDT,"Nashville, TN",Bridgestone Arena,17113,17537
123,gid_401559360,Vancouver Canucks,tid_22,3,New York Rangers,tid_13,4,False,1,False,False,"October 28, 2023",10:00 PM EDT,"Vancouver, BC",Rogers Arena,18910,18483
124,gid_401559361,Los Angeles Kings,tid_8,3,Vegas Golden Knights,tid_37,4,False,2,False,False,"October 28, 2023",10:30 PM EDT,"Los Angeles, CA",crypto.com Arena,18230,18145
125,gid_401559355,Buffalo Sabres,tid_2,4,Colorado Avalanche,tid_17,0,True,0,False,False,"October 29, 2023",01:00 PM EDT,"Buffalo, NY",KeyBank Center,19070,15717
126,gid_401559362,New Jersey Devils,tid_11,4,Minnesota Wild,tid_30,3,True,0,False,False,"October 29, 2023",05:00 PM EDT,"Newark, NJ",Prudential Center,16514,16514
127,gid_401559364,Washington Capitals,tid_23,3,San Jose Sharks,tid_18,1,True,0,False,False,"October 29, 2023",05:00 PM EDT,"Washington, DC",Capital One Arena,18506,15856
128,gid_401555903,Edmonton Oilers,tid_6,5,Calgary Flames,tid_3,2,True,0,False,False,"October 29, 2023",07:00 PM EDT,"Edmonton, AB",Commonwealth Stadium,0,55411
129,gid_401559363,Philadelphia Flyers,tid_15,2,Carolina Hurricanes,tid_7,3,False,0,False,False,"October 30, 2023",07:00 PM EDT,"Philadelphia, PA",Wells Fargo Center,19538,15569
130,gid_401559365,Boston Bruins,tid_1,3,Florida Panthers,tid_26,2,True,1,False,False,"October 30, 2023",07:00 PM EDT,"Boston, MA",TD Garden,17850,17850
131,gid_401559366,Tampa Bay Lightning,tid_20,3,Seattle Kraken,tid_124292,4,False,1,False,False,"October 30, 2023",07:00 PM EDT,"Tampa, FL",Amalie Arena,19092,19092
132,gid_401559367,Pittsburgh Penguins,tid_16,3,Anaheim Ducks,tid_25,4,False,0,False,False,"October 30, 2023",07:00 PM EDT,"Pittsburgh, PA",PPG Paints Arena,18187,16903
133,gid_401559368,New York Islanders,tid_12,3,Detroit Red Wings,tid_5,4,False,1,False,False,"October 30, 2023",07:30 PM EDT,"Elmont, NY",UBS Arena,17113,15407
134,gid_401559369,Winnipeg Jets,tid_28,2,New York Rangers,tid_13,3,False,1,False,False,"October 30, 2023",07:30 PM EDT,"Winnipeg, MB",Canada Life Centre,15004,11898
135,gid_401559370,Dallas Stars,tid_9,5,Columbus Blue Jackets,tid_29,3,True,0,False,False,"October 30, 2023",08:00 PM EDT,"Dallas, TX",American Airlines Center,18532,18532
136,gid_401559371,Arizona Coyotes,tid_24,8,Chicago Blackhawks,tid_4,1,True,0,False,False,"October 30, 2023",10:00 PM EDT,"Tempe, AZ",Mullett Arena,4400,4600
137,gid_401559372,Vegas Golden Knights,tid_37,3,Montreal Canadiens,tid_10,2,True,2,False,False,"October 30, 2023",10:00 PM EDT,"Las Vegas, NV",T-Mobile Arena,17367,17791
138,gid_401559374,Toronto Maple Leafs,tid_21,1,Los Angeles Kings,tid_8,4,False,0,False,False,"October 31, 2023",08:00 PM EDT,"Toronto, ON",Scotiabank Arena,18819,18531
139,gid_401559373,Vancouver Canucks,tid_22,5,Nashville Predators,tid_27,2,True,0,False,False,"October 31, 2023",10:00 PM EDT,"Vancouver, BC",Rogers Arena,18910,18413
140,gid_401559375,Philadelphia Flyers,tid_15,2,Buffalo Sabres,tid_2,5,False,0,False,False,"November 01, 2023",07:00 PM EDT,"Philadelphia, PA",Wells Fargo Center,19538,17279
141,gid_401559376,Calgary Flames,tid_3,3,Dallas Stars,tid_9,4,False,0,False,False,"November 01, 2023",08:30 PM EDT,"Calgary, AB",Scotiabank Saddledome,19289,16786
142,gid_401559377,Colorado Avalanche,tid_17,4,St. Louis Blues,tid_19,1,True,0,False,False,"November 01, 2023",09:30 PM EDT,"Denver, CO",Ball Arena,18007,18091
143,gid_401559378,Anaheim Ducks,tid_25,4,Arizona Coyotes,tid_24,3,True,1,False,False,"November 01, 2023",10:00 PM EDT,"Anaheim, CA",Honda Center,17174,14894
144,gid_401559380,Ottawa Senators,tid_14,2,Los Angeles Kings,tid_8,3,False,0,False,False,"November 02, 2023",07:00 PM EDT,"Ottawa, ON",Canadian Tire Centre,19153,16216
145,gid_401559381,Detroit Red Wings,tid_5,0,Florida Panthers,tid_26,2,False,0,False,False,"November 02, 2023",07:00 PM EDT,"Detroit, MI",Little Caesars Arena,19515,17233
146,gid_401559382,New York Rangers,tid_13,2,Carolina Hurricanes,tid_7,1,True,0,False,False,"November 02, 2023",07:00 PM EDT,"New York, NY",Madison Square Garden,18006,18006
147,gid_401559383,Washington Capitals,tid_23,0,New York Islanders,tid_12,3,False,0,False,False,"November 02, 2023",07:00 PM EDT,"Washington, DC",Capital One Arena,18506,16209
148,gid_401559384,Columbus Blue Jackets,tid_29,4,Tampa Bay Lightning,tid_20,2,True,0,False,False,"November 02, 2023",07:00 PM EDT,"Columbus, OH",Nationwide Arena,18144,14276
149,gid_401559379,Boston Bruins,tid_1,3,Toronto Maple Leafs,tid_21,2,True,2,False,False,"November 02, 2023",07:30 PM EDT,"Boston, MA",TD Garden,17850,17850
150,gid_401559385,Minnesota Wild,tid_30,3,New Jersey Devils,tid_11,5,False,0,False,False,"November 02, 2023",08:00 PM EDT,"Saint Paul, MN",Xcel Energy Center,17954,18399
151,gid_401559386,Edmonton Oilers,tid_6,3,Dallas Stars,tid_9,4,False,0,False,False,"November 02, 2023",09:00 PM EDT,"Edmonton, AB",Rogers Place,18641,17290
152,gid_401559387,Arizona Coyotes,tid_24,3,Montreal Canadiens,tid_10,2,True,0,False,False,"November 02, 2023",10:00 PM EDT,"Tempe, AZ",Mullett Arena,4400,4600
153,gid_401559388,Vegas Golden Knights,tid_37,5,Winnipeg Jets,tid_28,2,True,0,False,False,"November 02, 2023",10:00 PM EDT,"Las Vegas, NV",T-Mobile Arena,17367,17878
154,gid_401559389,Seattle Kraken,tid_124292,4,Nashville Predators,tid_27,2,True,0,False,False,"November 02, 2023",10:00 PM EDT,"Seattle, WA",Climate Pledge Arena,17100,17151
155,gid_401559390,San Jose Sharks,tid_18,1,Vancouver Canucks,tid_22,10,False,0,False,False,"November 02, 2023",10:30 PM EDT,"San Jose, CA",SAP Center at San Jose,17562,10719
156,gid_401559391,Buffalo Sabres,tid_2,1,Philadelphia Flyers,tid_15,5,False,0,False,False,"November 03, 2023",07:00 PM EDT,"Buffalo, NY",KeyBank Center,19070,16612
157,gid_401559392,St. Louis Blues,tid_19,4,New Jersey Devils,tid_11,1,True,0,False,False,"November 03, 2023",08:00 PM EDT,"Saint Louis, MO",Enterprise Center,18096,18096
158,gid_401559393,Edmonton Oilers,tid_6,2,Nashville Predators,tid_27,5,False,0,False,False,"November 04, 2023",03:00 PM EDT,"Edmonton, AB",Rogers Place,18641,18354
159,gid_401559394,Arizona Coyotes,tid_24,3,Winnipeg Jets,tid_28,5,False,0,False,False,"November 04, 2023",04:00 PM EDT,"Tempe, AZ",Mullett Arena,4400,4600
160,gid_401559395,Toronto Maple Leafs,tid_21,4,Buffalo Sabres,tid_2,6,False,0,False,False,"November 04, 2023",07:00 PM EDT,"Toronto, ON",Scotiabank Arena,18819,18902
161,gid_401559396,Ottawa Senators,tid_14,4,Tampa Bay Lightning,tid_20,6,False,0,False,False,"November 04, 2023",07:00 PM EDT,"Ottawa, ON",Canadian Tire Centre,19153,17387
162,gid_401559397,Detroit Red Wings,tid_5,5,Boston Bruins,tid_1,4,True,0,False,False,"November 04, 2023",07:00 PM EDT,"Detroit, MI",Little Caesars Arena,19515,18676
163,gid_401559399,Washington Capitals,tid_23,2,Columbus Blue Jackets,tid_29,1,True,0,False,False,"November 04, 2023",07:00 PM EDT,"Washington, DC",Capital One Arena,18506,18573
164,gid_401559400,St. Louis Blues,tid_19,6,Montreal Canadiens,tid_10,3,True,0,False,False,"November 04, 2023",07:00 PM EDT,"Saint Louis, MO",Enterprise Center,18096,18096
165,gid_401559398,Philadelphia Flyers,tid_15,0,Los Angeles Kings,tid_8,5,False,0,False,False,"November 04, 2023",07:30 PM EDT,"Philadelphia, PA",Wells Fargo Center,19538,18304
166,gid_401559401,New York Islanders,tid_12,3,Carolina Hurricanes,tid_7,4,False,1,False,False,"November 04, 2023",07:30 PM EDT,"Elmont, NY",UBS Arena,17113,17255
167,gid_401559402,Chicago Blackhawks,tid_4,5,Florida Panthers,tid_26,2,True,0,False,False,"November 04, 2023",08:00 PM EDT,"Chicago, IL",United Center,19717,18666
168,gid_401559403,Minnesota Wild,tid_30,5,New York Rangers,tid_13,4,True,2,False,False,"November 04, 2023",08:00 PM EDT,"Saint Paul, MN",Xcel Energy Center,17954,18678
169,gid_401559404,Vancouver Canucks,tid_22,2,Dallas Stars,tid_9,0,True,0,False,False,"November 04, 2023",10:00 PM EDT,"Vancouver, BC",Rogers Arena,18910,18895
170,gid_401559405,Vegas Golden Knights,tid_37,7,Colorado Avalanche,tid_17,0,True,0,False,False,"November 04, 2023",10:00 PM EDT,"Las Vegas, NV",T-Mobile Arena,17367,18512
171,gid_401559406,San Jose Sharks,tid_18,2,Pittsburgh Penguins,tid_16,10,False,0,False,False,"November 04, 2023",10:00 PM EDT,"San Jose, CA",SAP Center at San Jose,17562,17435
172,gid_401559407,Seattle Kraken,tid_124292,3,Calgary Flames,tid_3,6,False,0,False,False,"November 04, 2023",10:00 PM EDT,"Seattle, WA",Climate Pledge Arena,17100,17151
173,gid_401559408,Chicago Blackhawks,tid_4,2,New Jersey Devils,tid_11,4,False,0,False,False,"November 05, 2023",07:00 PM EST,"Chicago, IL",United Center,19717,18388
174,gid_401559409,Anaheim Ducks,tid_25,4,Vegas Golden Knights,tid_37,2,True,0,False,False,"November 05, 2023",08:00 PM EST,"Anaheim, CA",Honda Center,17174,15720
175,gid_401559410,Toronto Maple Leafs,tid_21,6,Tampa Bay Lightning,tid_20,5,True,1,False,False,"November 06, 2023",07:00 PM EST,"Toronto, ON",Scotiabank Arena,18819,18445
176,gid_401559411,Florida Panthers,tid_26,5,Columbus Blue Jackets,tid_29,4,True,1,False,False,"November 06, 2023",07:00 PM EST,"Sunrise, FL",Amerant Bank Arena,17040,17103
177,gid_401559412,Dallas Stars,tid_9,2,Boston Bruins,tid_1,3,False,0,False,False,"November 06, 2023",08:00 PM EST,"Dallas, TX",American Airlines Center,18532,18532
178,gid_401559413,Vancouver Canucks,tid_22,6,Edmonton Oilers,tid_6,2,True,0,False,False,"November 06, 2023",10:00 PM EST,"Vancouver, BC",Rogers Arena,18910,18857
179,gid_401559414,Montreal Canadiens,tid_10,3,Tampa Bay Lightning,tid_20,5,False,0,False,False,"November 07, 2023",07:00 PM EST,"Montreal, QC",Bell Centre,21273,21105
180,gid_401559925,Carolina Hurricanes,tid_7,3,Buffalo Sabres,tid_2,2,True,1,False,False,"November 07, 2023",07:00 PM EST,"Raleigh, NC",PNC Arena,18680,18700
181,gid_401559415,New York Islanders,tid_12,2,Minnesota Wild,tid_30,4,False,0,False,False,"November 07, 2023",07:30 PM EST,"Elmont, NY",UBS Arena,17113,13527
182,gid_401559416,New York Rangers,tid_13,5,Detroit Red Wings,tid_5,3,True,0,False,False,"November 07, 2023",07:30 PM EST,"New York, NY",Madison Square Garden,18006,18006
183,gid_401559417,St. Louis Blues,tid_19,2,Winnipeg Jets,tid_28,5,False,0,False,False,"November 07, 2023",08:00 PM EST,"Saint Louis, MO",Enterprise Center,18096,18096
184,gid_401559418,Calgary Flames,tid_3,4,Nashville Predators,tid_27,2,True,0,False,False,"November 07, 2023",09:00 PM EST,"Calgary, AB",Scotiabank Saddledome,19289,16975
185,gid_401559419,Arizona Coyotes,tid_24,4,Seattle Kraken,tid_124292,3,True,2,False,False,"November 07, 2023",09:00 PM EST,"Tempe, AZ",Mullett Arena,4400,4600
186,gid_401559420,Colorado Avalanche,tid_17,6,New Jersey Devils,tid_11,3,True,0,False,False,"November 07, 2023",10:00 PM EST,"Denver, CO",Ball Arena,18007,18087
187,gid_401559421,Anaheim Ducks,tid_25,0,Pittsburgh Penguins,tid_16,2,False,0,False,False,"November 07, 2023",10:00 PM EST,"Anaheim, CA",Honda Center,17174,16043
188,gid_401559422,San Jose Sharks,tid_18,2,Philadelphia Flyers,tid_15,1,True,0,False,False,"November 07, 2023",10:30 PM EST,"San Jose, CA",SAP Center at San Jose,17562,10074
189,gid_401559423,Toronto Maple Leafs,tid_21,3,Ottawa Senators,tid_14,6,False,0,False,False,"November 08, 2023",07:00 PM EST,"Toronto, ON",Scotiabank Arena,18819,18372
190,gid_401559424,Washington Capitals,tid_23,3,Florida Panthers,tid_26,4,False,1,False,False,"November 08, 2023",07:30 PM EST,"Washington, DC",Capital One Arena,18506,16104
191,gid_401559425,Vegas Golden Knights,tid_37,1,Los Angeles Kings,tid_8,4,False,0,False,False,"November 08, 2023",10:00 PM EST,"Las Vegas, NV",T-Mobile Arena,17367,18330
192,gid_401559426,Boston Bruins,tid_1,5,New York Islanders,tid_12,2,True,0,False,False,"November 09, 2023",07:00 PM EST,"Boston, MA",TD Garden,17850,17850
193,gid_401559427,Ottawa Senators,tid_14,2,Vancouver Canucks,tid_22,5,False,0,False,False,"November 09, 2023",07:00 PM EST,"Ottawa, ON",Canadian Tire Centre,19153,16653
194,gid_401559428,Detroit Red Wings,tid_5,2,Montreal Canadiens,tid_10,3,False,1,False,False,"November 09, 2023",07:00 PM EST,"Detroit, MI",Little Caesars Arena,19515,18504
195,gid_401559429,Tampa Bay Lightning,tid_20,3,Chicago Blackhawks,tid_4,5,False,0,False,False,"November 09, 2023",07:00 PM EST,"Tampa, FL",Amalie Arena,19092,19092
196,gid_401559430,New York Rangers,tid_13,4,Minnesota Wild,tid_30,1,True,0,False,False,"November 09, 2023",07:00 PM EST,"New York, NY",Madison Square Garden,18006,18006
197,gid_401559431,Columbus Blue Jackets,tid_29,2,Dallas Stars,tid_9,5,False,0,False,False,"November 09, 2023",07:30 PM EST,"Columbus, OH",Nationwide Arena,18144,15253
198,gid_401559432,St. Louis Blues,tid_19,2,Arizona Coyotes,tid_24,1,True,0,False,False,"November 09, 2023",08:00 PM EST,"Saint Louis, MO",Enterprise Center,18096,18096
199,gid_401559433,Winnipeg Jets,tid_28,6,Nashville Predators,tid_27,3,True,0,False,False,"November 09, 2023",08:00 PM EST,"Winnipeg, MB",Canada Life Centre,15004,12199
200,gid_401559434,Colorado Avalanche,tid_17,3,Seattle Kraken,tid_124292,4,False,0,False,False,"November 09, 2023",09:00 PM EST,"Denver, CO",Ball Arena,18007,18124
201,gid_401559435,Los Angeles Kings,tid_8,3,Pittsburgh Penguins,tid_16,4,False,1,False,False,"November 09, 2023",10:30 PM EST,"Los Angeles, CA",crypto.com Arena,18230,18145
202,gid_401559436,San Jose Sharks,tid_18,3,Edmonton Oilers,tid_6,2,True,0,False,False,"November 09, 2023",10:30 PM EST,"San Jose, CA",SAP Center at San Jose,17562,12206
203,gid_401559437,Buffalo Sabres,tid_2,3,Minnesota Wild,tid_30,2,True,0,False,False,"November 10, 2023",07:00 PM EST,"Buffalo, NY",KeyBank Center,19070,17031
204,gid_401559438,Toronto Maple Leafs,tid_21,5,Calgary Flames,tid_3,4,True,2,False,False,"November 10, 2023",07:00 PM EST,"Toronto, ON",Scotiabank Arena,18819,18939
205,gid_401559439,Florida Panthers,tid_26,5,Carolina Hurricanes,tid_7,2,True,0,False,False,"November 10, 2023",07:00 PM EST,"Sunrise, FL",Amerant Bank Arena,17040,17845
206,gid_401559440,New Jersey Devils,tid_11,2,Washington Capitals,tid_23,4,False,0,False,False,"November 10, 2023",07:00 PM EST,"Newark, NJ",Prudential Center,16514,16514
207,gid_401559441,Vegas Golden Knights,tid_37,5,San Jose Sharks,tid_18,0,True,0,False,False,"November 10, 2023",10:00 PM EST,"Las Vegas, NV",T-Mobile Arena,17367,18423
208,gid_401559442,Anaheim Ducks,tid_25,3,Philadelphia Flyers,tid_15,6,False,0,False,False,"November 10, 2023",10:00 PM EST,"Anaheim, CA",Honda Center,17174,15550
209,gid_401559443,Detroit Red Wings,tid_5,5,Columbus Blue Jackets,tid_29,4,True,0,False,False,"November 11, 2023",01:00 PM EST,"Detroit, MI",Little Caesars Arena,19515,19156
210,gid_401559444,Winnipeg Jets,tid_28,2,Dallas Stars,tid_9,3,False,0,False,False,"November 11, 2023",03:00 PM EST,"Winnipeg, MB",Canada Life Centre,15004,12420
211,gid_401559445,Toronto Maple Leafs,tid_21,5,Vancouver Canucks,tid_22,2,True,0,False,False,"November 11, 2023",07:00 PM EST,"Toronto, ON",Scotiabank Arena,18819,19107
212,gid_401559446,Montreal Canadiens,tid_10,3,Boston Bruins,tid_1,2,True,1,False,False,"November 11, 2023",07:00 PM EST,"Montreal, QC",Bell Centre,21273,21105
213,gid_401559447,Ottawa Senators,tid_14,4,Calgary Flames,tid_3,1,True,0,False,False,"November 11, 2023",07:00 PM EST,"Ottawa, ON",Canadian Tire Centre,19153,18874
214,gid_401559448,Tampa Bay Lightning,tid_20,0,Carolina Hurricanes,tid_7,4,False,0,False,False,"November 11, 2023",07:00 PM EST,"Tampa, FL",Amalie Arena,19092,19092
215,gid_401559449,Pittsburgh Penguins,tid_16,4,Buffalo Sabres,tid_2,0,True,0,False,False,"November 11, 2023",07:30 PM EST,"Pittsburgh, PA",PPG Paints Arena,18187,18429
216,gid_401559450,New York Islanders,tid_12,1,Washington Capitals,tid_23,4,False,0,False,False,"November 11, 2023",07:30 PM EST,"Elmont, NY",UBS Arena,17113,16519
217,gid_401559451,Nashville Predators,tid_27,5,Arizona Coyotes,tid_24,7,False,0,False,False,"November 11, 2023",08:00 PM EST,"Nashville, TN",Bridgestone Arena,17113,17303
218,gid_401559452,Colorado Avalanche,tid_17,2,St. Louis Blues,tid_19,8,False,0,False,False,"November 11, 2023",09:00 PM EST,"Denver, CO",Ball Arena,18007,18132
219,gid_401559453,Seattle Kraken,tid_124292,1,Edmonton Oilers,tid_6,4,False,0,False,False,"November 11, 2023",10:00 PM EST,"Seattle, WA",Climate Pledge Arena,17100,17151
220,gid_401559454,Los Angeles Kings,tid_8,2,Philadelphia Flyers,tid_15,4,False,0,False,False,"November 11, 2023",10:30 PM EST,"Los Angeles, CA",crypto.com Arena,18230,18145
221,gid_401559455,Florida Panthers,tid_26,4,Chicago Blackhawks,tid_4,3,True,0,False,False,"November 12, 2023",01:00 PM EST,"Sunrise, FL",Amerant Bank Arena,17040,19359
222,gid_401559456,Minnesota Wild,tid_30,3,Dallas Stars,tid_9,8,False,0,False,False,"November 12, 2023",06:00 PM EST,"Saint Paul, MN",Xcel Energy Center,17954,18509
223,gid_401559457,Montreal Canadiens,tid_10,2,Vancouver Canucks,tid_22,5,False,0,False,False,"November 12, 2023",07:00 PM EST,"Montreal, QC",Bell Centre,21273,21105
224,gid_401559458,New York Rangers,tid_13,4,Columbus Blue Jackets,tid_29,3,True,2,False,False,"November 12, 2023",07:00 PM EST,"New York, NY",Madison Square Garden,18006,18006
225,gid_401559459,Anaheim Ducks,tid_25,4,San Jose Sharks,tid_18,1,True,0,False,False,"November 12, 2023",08:00 PM EST,"Anaheim, CA",Honda Center,17174,16471
226,gid_401559460,Edmonton Oilers,tid_6,4,New York Islanders,tid_12,1,True,0,False,False,"November 13, 2023",08:30 PM EST,"Edmonton, AB",Rogers Place,18641,17881
227,gid_401559461,Seattle Kraken,tid_124292,1,Colorado Avalanche,tid_17,5,False,0,False,False,"November 13, 2023",10:00 PM EST,"Seattle, WA",Climate Pledge Arena,17100,17151
228,gid_401559462,Buffalo Sabres,tid_2,2,Boston Bruins,tid_1,5,False,0,False,False,"November 14, 2023",07:00 PM EST,"Buffalo, NY",KeyBank Center,19070,14840
229,gid_401559463,Montreal Canadiens,tid_10,1,Calgary Flames,tid_3,2,False,0,False,False,"November 14, 2023",07:00 PM EST,"Montreal, QC",Bell Centre,21273,21105
230,gid_401559464,Washington Capitals,tid_23,3,Vegas Golden Knights,tid_37,0,True,0,False,False,"November 14, 2023",07:00 PM EST,"Washington, DC",Capital One Arena,18506,16598
231,gid_401559465,Columbus Blue Jackets,tid_29,3,Pittsburgh Penguins,tid_16,5,False,0,False,False,"November 14, 2023",07:00 PM EST,"Columbus, OH",Nationwide Arena,18144,16596
232,gid_401559466,St. Louis Blues,tid_19,5,Tampa Bay Lightning,tid_20,0,True,0,False,False,"November 14, 2023",08:00 PM EST,"Saint Louis, MO",Enterprise Center,18096,17621
233,gid_401559467,Nashville Predators,tid_27,2,Anaheim Ducks,tid_25,3,False,0,False,False,"November 14, 2023",08:00 PM EST,"Nashville, TN",Bridgestone Arena,17113,17159
234,gid_401559468,Dallas Stars,tid_9,4,Arizona Coyotes,tid_24,3,True,1,False,False,"November 14, 2023",08:00 PM EST,"Dallas, TX",American Airlines Center,18532,18532
235,gid_401559469,Winnipeg Jets,tid_28,6,New Jersey Devils,tid_11,3,True,0,False,False,"November 14, 2023",08:00 PM EST,"Winnipeg, MB",Canada Life Centre,15004,11717
236,gid_401559470,San Jose Sharks,tid_18,3,Florida Panthers,tid_26,5,False,0,False,False,"November 14, 2023",10:30 PM EST,"San Jose, CA",SAP Center at San Jose,17562,10108
237,gid_401559471,Carolina Hurricanes,tid_7,1,Philadelphia Flyers,tid_15,3,False,0,False,False,"November 15, 2023",07:30 PM EST,"Raleigh, NC",PNC Arena,18680,18700
238,gid_401559472,Edmonton Oilers,tid_6,4,Seattle Kraken,tid_124292,3,True,1,False,False,"November 15, 2023",08:30 PM EST,"Edmonton, AB",Rogers Place,18641,18347
239,gid_401559473,Colorado Avalanche,tid_17,8,Anaheim Ducks,tid_25,2,True,0,False,False,"November 15, 2023",09:00 PM EST,"Denver, CO",Ball Arena,18007,18029
240,gid_401559474,Vancouver Canucks,tid_22,4,New York Islanders,tid_12,3,True,1,False,False,"November 15, 2023",10:00 PM EST,"Vancouver, BC",Rogers Arena,18910,18972
241,gid_401555904,Ottawa Senators,tid_14,5,Detroit Red Wings,tid_5,4,True,1,False,False,"November 16, 2023",02:00 PM EST,"Stockholm, Sweden",Avicii Arena,13850,12487
242,gid_401559475,Montreal Canadiens,tid_10,5,Vegas Golden Knights,tid_37,6,False,0,False,False,"November 16, 2023",07:00 PM EST,"Montreal, QC",Bell Centre,21273,21105
243,gid_401559476,Pittsburgh Penguins,tid_16,2,New Jersey Devils,tid_11,5,False,0,False,False,"November 16, 2023",07:00 PM EST,"Pittsburgh, PA",PPG Paints Arena,18187,18321
244,gid_401559477,Columbus Blue Jackets,tid_29,2,Arizona Coyotes,tid_24,3,False,0,False,False,"November 16, 2023",07:00 PM EST,"Columbus, OH",Nationwide Arena,18144,15909
245,gid_401559478,Chicago Blackhawks,tid_4,2,Tampa Bay Lightning,tid_20,4,False,0,False,False,"November 16, 2023",08:00 PM EST,"Chicago, IL",United Center,19717,18691
